Filename,Rating,Ethnicity
AM1817.jpg,3.116667,Asian
CM589.jpg,2.883333,Caucasian
AM1067.jpg,2.133333,Asian
AF672.jpg,2.466667,Asian
AM411.jpg,2.816667,Asian
CF111.jpg,2.983333,Caucasian
CM747.jpg,3.85,Caucasian
AM1389.jpg,2.766667,Asian
AM430.jpg,2.883333,Asian
AF1700.jpg,3.05,Asian
AF5.jpg,2.0,Asian
AM958.jpg,2.316667,Asian
AF783.jpg,4.316667,Asian
CM144.jpg,2.333333,Caucasian
AF59.jpg,2.083333,Asian
CM540.jpg,3.083333,Caucasian
AM942.jpg,2.866667,Asian
CM355.jpg,1.55,Caucasian
AF895.jpg,3.516667,Asian
AF1496.jpg,3.683333,Asian
CM688.jpg,4.15,Caucasian
AM1641.jpg,3.433333,Asian
CF695.jpg,4.316667,Caucasian
AF1062.jpg,4.183333,Asian
AM1601.jpg,3.966667,Asian
AM418.jpg,1.95,Asian
AM1959.jpg,3.75,Asian
AM1876.jpg,3.1,Asian
AF763.jpg,2.6,Asian
CF203.jpg,2.016667,Caucasian
AM1001.jpg,2.3,Asian
AF1040.jpg,2.233333,Asian
AM247.jpg,3.883333,Asian
AM1113.jpg,2.95,Asian
AM150.jpg,3.516667,Asian
AM1882.jpg,2.85,Asian
CF388.jpg,3.4,Caucasian
AF352.jpg,2.166667,Asian
CF491.jpg,2.116667,Caucasian
AM1530.jpg,2.616667,Asian
CM683.jpg,3.366667,Caucasian
AM1725.jpg,3.25,Asian
AM356.jpg,2.65,Asian
CM154.jpg,3.7,Caucasian
AM717.jpg,2.133333,Asian
CF341.jpg,3.133333,Caucasian
AF1489.jpg,3.1,Asian
AF1757.jpg,2.783333,Asian
CF159.jpg,2.433333,Caucasian
AM886.jpg,2.983333,Asian
AM1846.jpg,2.366667,Asian
AM1886.jpg,3.066667,Asian
AM1310.jpg,2.616667,Asian
CM272.jpg,3.2,Caucasian
AM1941.jpg,3.533333,Asian
AM1005.jpg,2.45,Asian
AF1772.jpg,3.5,Asian
CF578.jpg,3.966667,Caucasian
CM130.jpg,2.966667,Caucasian
AM1906.jpg,3.066667,Asian
CF667.jpg,3.95,Caucasian
CM681.jpg,3.9,Caucasian
AM1143.jpg,2.35,Asian
CF488.jpg,2.9,Caucasian
CM552.jpg,2.7,Caucasian
CM629.jpg,2.266667,Caucasian
AM583.jpg,2.833333,Asian
AF475.jpg,1.85,Asian
AF1878.jpg,3.983333,Asian
AM1547.jpg,2.233333,Asian
AF372.jpg,2.633333,Asian
AM897.jpg,2.516667,Asian
AM1545.jpg,2.716667,Asian
AF885.jpg,4.216667,Asian
AM1987.jpg,3.966667,Asian
AM589.jpg,2.25,Asian
AF1874.jpg,3.316667,Asian
CM574.jpg,3.05,Caucasian
AM1505.jpg,2.783333,Asian
AM1009.jpg,2.716667,Asian
AF157.jpg,2.366667,Asian
AF1834.jpg,3.8,Asian
AF268.jpg,3.3,Asian
AF568.jpg,2.416667,Asian
AF276.jpg,2.133333,Asian
AM1559.jpg,2.716667,Asian
CM738.jpg,3.8,Caucasian
CM723.jpg,3.2,Caucasian
CM11.jpg,4.416667,Caucasian
AF1068.jpg,4.116667,Asian
AF96.jpg,3.1,Asian
AF1741.jpg,3.883333,Asian
AF551.jpg,3.733333,Asian
AF506.jpg,2.983333,Asian
CM56.jpg,2.316667,Caucasian
AF1625.jpg,2.083333,Asian
AM304.jpg,4.183333,Asian
AM1777.jpg,3.7,Asian
CF458.jpg,2.666667,Caucasian
AM1465.jpg,2.816667,Asian
AM155.jpg,3.766667,Asian
CF474.jpg,2.15,Caucasian
CF467.jpg,2.916667,Caucasian
AM497.jpg,1.866667,Asian
AF974.jpg,2.716667,Asian
CF729.jpg,3.716667,Caucasian
AM1812.jpg,2.833333,Asian
AF631.jpg,3.4,Asian
AM1659.jpg,3.05,Asian
CF210.jpg,2.8,Caucasian
CF699.jpg,3.75,Caucasian
CM182.jpg,2.666667,Caucasian
AF755.jpg,4.25,Asian
CM358.jpg,2.533333,Caucasian
CF660.jpg,3.466667,Caucasian
AM1629.jpg,4.333333,Asian
AM1825.jpg,2.35,Asian
AM1173.jpg,1.9,Asian
AF615.jpg,2.666667,Asian
CM255.jpg,3.416667,Caucasian
AF312.jpg,2.233333,Asian
AF26.jpg,2.25,Asian
CM352.jpg,2.816667,Caucasian
AM1351.jpg,2.75,Asian
CM615.jpg,3.033333,Caucasian
AF1094.jpg,4.066667,Asian
CM471.jpg,2.8,Caucasian
CM439.jpg,3.25,Caucasian
AM1395.jpg,2.916667,Asian
AM1582.jpg,3.666667,Asian
AF1685.jpg,3.833333,Asian
AF798.jpg,4.166667,Asian
AM1004.jpg,2.3,Asian
AF657.jpg,2.416667,Asian
AF67.jpg,3.083333,Asian
CM191.jpg,2.983333,Caucasian
AF334.jpg,2.25,Asian
AM289.jpg,2.4,Asian
AF599.jpg,2.733333,Asian
CF40.jpg,3.383333,Caucasian
AM255.jpg,2.766667,Asian
AF1961.jpg,2.666667,Asian
CM517.jpg,2.616667,Caucasian
CM703.jpg,4.116667,Caucasian
AM1398.jpg,2.666667,Asian
AM295.jpg,2.55,Asian
AF1335.jpg,4.066667,Asian
AM1608.jpg,4.266667,Asian
CF76.jpg,1.95,Caucasian
AM991.jpg,2.1,Asian
CF227.jpg,2.6,Caucasian
CM228.jpg,2.883333,Caucasian
CF579.jpg,3.666667,Caucasian
AF863.jpg,2.783333,Asian
AM129.jpg,4.3,Asian
AM1806.jpg,2.783333,Asian
AF1406.jpg,3.766667,Asian
CM131.jpg,2.233333,Caucasian
AM550.jpg,2.466667,Asian
AM1531.jpg,2.866667,Asian
AF721.jpg,2.6,Asian
AF223.jpg,2.35,Asian
AM1126.jpg,2.4,Asian
AF1214.jpg,3.116667,Asian
AF445.jpg,2.166667,Asian
AM274.jpg,4.0,Asian
AF1014.jpg,4.316667,Asian
AF1900.jpg,3.033333,Asian
AM649.jpg,3.616667,Asian
AF1199.jpg,4.116667,Asian
AM1814.jpg,2.433333,Asian
CF102.jpg,3.3,Caucasian
AF19.jpg,3.033333,Asian
CM537.jpg,2.883333,Caucasian
AM703.jpg,2.716667,Asian
AF37.jpg,2.166667,Asian
AM1538.jpg,2.816667,Asian
AF1853.jpg,1.883333,Asian
CF9.jpg,3.533333,Caucasian
AM1171.jpg,2.466667,Asian
AM635.jpg,2.7,Asian
AF1055.jpg,3.45,Asian
AM1657.jpg,4.1,Asian
CM157.jpg,3.8,Caucasian
AF1590.jpg,1.066667,Asian
AF1767.jpg,3.95,Asian
AF464.jpg,3.316667,Asian
CF406.jpg,2.45,Caucasian
CF374.jpg,3.8,Caucasian
AF339.jpg,2.2,Asian
AM867.jpg,3.516667,Asian
CF577.jpg,4.366667,Caucasian
AM132.jpg,2.65,Asian
AM35.jpg,3.15,Asian
AF871.jpg,2.8,Asian
AF891.jpg,2.283333,Asian
CM45.jpg,2.65,Caucasian
AF1886.jpg,2.8,Asian
CM128.jpg,2.283333,Caucasian
AM91.jpg,2.983333,Asian
CF106.jpg,2.9,Caucasian
AF766.jpg,2.466667,Asian
CF743.jpg,2.916667,Caucasian
AM843.jpg,2.466667,Asian
AF1473.jpg,2.816667,Asian
AM1217.jpg,2.9,Asian
AF1194.jpg,4.233333,Asian
AM1769.jpg,3.833333,Asian
CF60.jpg,2.783333,Caucasian
AM1766.jpg,3.666667,Asian
AF575.jpg,2.916667,Asian
AF1937.jpg,3.2,Asian
CM388.jpg,2.65,Caucasian
AF1967.jpg,1.883333,Asian
AM1334.jpg,2.1,Asian
AM469.jpg,2.833333,Asian
CF45.jpg,2.6,Caucasian
AM1583.jpg,1.35,Asian
AM1565.jpg,4.0,Asian
AM796.jpg,2.466667,Asian
AF706.jpg,1.916667,Asian
CM401.jpg,2.783333,Caucasian
AF1212.jpg,3.883333,Asian
CF288.jpg,3.083333,Caucasian
CM353.jpg,3.15,Caucasian
AF286.jpg,2.816667,Asian
CF432.jpg,2.166667,Caucasian
AF569.jpg,3.716667,Asian
AM625.jpg,3.05,Asian
AM1003.jpg,2.466667,Asian
CM315.jpg,2.733333,Caucasian
CM582.jpg,2.433333,Caucasian
CM655.jpg,4.166667,Caucasian
CF518.jpg,2.416667,Caucasian
AF145.jpg,2.9,Asian
CF489.jpg,2.666667,Caucasian
AF1941.jpg,3.133333,Asian
AF407.jpg,3.266667,Asian
AF1078.jpg,3.483333,Asian
AM134.jpg,3.983333,Asian
AM1973.jpg,3.633333,Asian
CF254.jpg,2.966667,Caucasian
CM43.jpg,2.516667,Caucasian
CF97.jpg,2.666667,Caucasian
CM389.jpg,2.466667,Caucasian
AM751.jpg,2.533333,Asian
AF492.jpg,4.166667,Asian
AM175.jpg,2.683333,Asian
AM848.jpg,2.516667,Asian
AF1608.jpg,3.3,Asian
AF1145.jpg,2.016667,Asian
AF1359.jpg,3.916667,Asian
CM484.jpg,2.633333,Caucasian
CM377.jpg,2.6,Caucasian
AF1051.jpg,2.7,Asian
AM1834.jpg,3.516667,Asian
AM1614.jpg,4.116667,Asian
AF1669.jpg,4.0,Asian
AM230.jpg,2.25,Asian
CM371.jpg,2.266667,Caucasian
AF1628.jpg,4.1,Asian
CM356.jpg,2.433333,Caucasian
AM1553.jpg,2.85,Asian
CF598.jpg,4.233333,Caucasian
AF179.jpg,2.033333,Asian
AF1319.jpg,4.15,Asian
AM288.jpg,2.216667,Asian
AF1232.jpg,3.183333,Asian
CF523.jpg,2.35,Caucasian
CF266.jpg,2.866667,Caucasian
AM1133.jpg,2.716667,Asian
CM31.jpg,2.933333,Caucasian
AF1260.jpg,3.716667,Asian
AF1543.jpg,3.9,Asian
AF866.jpg,2.383333,Asian
AM1282.jpg,2.05,Asian
AF100.jpg,2.9,Asian
AM1129.jpg,2.233333,Asian
AF336.jpg,2.65,Asian
AF813.jpg,3.133333,Asian
AM1390.jpg,2.316667,Asian
AF605.jpg,2.666667,Asian
AM198.jpg,3.133333,Asian
AF1704.jpg,2.166667,Asian
CM111.jpg,3.0,Caucasian
AM28.jpg,4.233333,Asian
AM269.jpg,4.016667,Asian
AF1074.jpg,3.116667,Asian
AF1986.jpg,1.016667,Asian
CM566.jpg,2.616667,Caucasian
AM73.jpg,1.9,Asian
AM1290.jpg,2.466667,Asian
AF1262.jpg,3.8,Asian
AF43.jpg,2.166667,Asian
AF1186.jpg,2.2,Asian
AF1706.jpg,3.5,Asian
AM557.jpg,2.716667,Asian
CF393.jpg,2.9,Caucasian
CM505.jpg,2.083333,Caucasian
AM1698.jpg,4.4,Asian
AM422.jpg,2.5,Asian
AF1426.jpg,3.5,Asian
AF518.jpg,2.15,Asian
AF677.jpg,2.283333,Asian
CM698.jpg,3.0,Caucasian
AF925.jpg,2.35,Asian
AF1810.jpg,2.583333,Asian
AF1453.jpg,1.15,Asian
CM348.jpg,2.583333,Caucasian
AM1528.jpg,2.0,Asian
AF1722.jpg,3.4,Asian
AF272.jpg,3.366667,Asian
AF637.jpg,2.7,Asian
CM125.jpg,2.366667,Caucasian
AF1340.jpg,3.9,Asian
AF940.jpg,3.3,Asian
AM740.jpg,2.7,Asian
AM1117.jpg,2.9,Asian
AF1341.jpg,2.233333,Asian
AM364.jpg,2.466667,Asian
AM547.jpg,2.333333,Asian
CM670.jpg,4.05,Caucasian
CF533.jpg,2.516667,Caucasian
AM349.jpg,2.716667,Asian
AF1885.jpg,2.716667,Asian
AM763.jpg,2.583333,Asian
AF8.jpg,2.75,Asian
AF945.jpg,3.2,Asian
AF264.jpg,2.583333,Asian
CM482.jpg,3.066667,Caucasian
AM811.jpg,3.066667,Asian
CF185.jpg,2.766667,Caucasian
CF164.jpg,2.516667,Caucasian
AM819.jpg,2.866667,Asian
AM569.jpg,2.9,Asian
CF269.jpg,4.016667,Caucasian
AF1282.jpg,3.466667,Asian
AM1900.jpg,3.383333,Asian
AM693.jpg,2.866667,Asian
AM553.jpg,2.75,Asian
CM423.jpg,2.8,Caucasian
CF628.jpg,4.316667,Caucasian
AF1724.jpg,3.716667,Asian
CF218.jpg,2.95,Caucasian
AF1295.jpg,4.083333,Asian
AM1054.jpg,1.833333,Asian
AF305.jpg,1.833333,Asian
CF414.jpg,2.333333,Caucasian
AM1047.jpg,4.45,Asian
AM128.jpg,3.366667,Asian
CM507.jpg,3.183333,Caucasian
AM1920.jpg,2.583333,Asian
AM1010.jpg,2.25,Asian
CF651.jpg,3.933333,Caucasian
AF1329.jpg,3.416667,Asian
CF143.jpg,3.7,Caucasian
CF447.jpg,3.0,Caucasian
AF1077.jpg,3.116667,Asian
AM1719.jpg,3.55,Asian
AM1119.jpg,2.633333,Asian
AF1116.jpg,4.016667,Asian
AF1860.jpg,3.216667,Asian
CF19.jpg,3.933333,Caucasian
AM1753.jpg,3.45,Asian
AM1481.jpg,2.266667,Asian
CM114.jpg,2.683333,Caucasian
AM1017.jpg,2.283333,Asian
AM315.jpg,3.0,Asian
AM901.jpg,2.533333,Asian
AF247.jpg,2.866667,Asian
AF964.jpg,3.783333,Asian
AM1324.jpg,2.6,Asian
AM67.jpg,3.45,Asian
AM1549.jpg,2.266667,Asian
AF1807.jpg,2.716667,Asian
AM1566.jpg,4.2,Asian
CM567.jpg,2.866667,Caucasian
AF13.jpg,3.35,Asian
AF160.jpg,1.983333,Asian
CF686.jpg,4.116667,Caucasian
AM784.jpg,2.15,Asian
CF617.jpg,3.466667,Caucasian
CF287.jpg,2.833333,Caucasian
AM730.jpg,2.933333,Asian
AF329.jpg,3.133333,Asian
AF1233.jpg,2.766667,Asian
AM1467.jpg,2.966667,Asian
AM724.jpg,1.983333,Asian
AM426.jpg,2.616667,Asian
CM451.jpg,2.5,Caucasian
AM1178.jpg,2.133333,Asian
AM1735.jpg,3.416667,Asian
AM494.jpg,2.516667,Asian
CF711.jpg,3.666667,Caucasian
CM485.jpg,3.783333,Caucasian
AF151.jpg,2.266667,Asian
AM1339.jpg,2.266667,Asian
AM1430.jpg,2.45,Asian
AF1948.jpg,2.766667,Asian
AM75.jpg,3.866667,Asian
AM120.jpg,4.433333,Asian
CF56.jpg,2.383333,Caucasian
CF516.jpg,3.416667,Caucasian
AM806.jpg,2.4,Asian
CM614.jpg,2.416667,Caucasian
CF134.jpg,2.616667,Caucasian
AM528.jpg,2.9,Asian
AF278.jpg,2.866667,Asian
CM93.jpg,4.433333,Caucasian
AF904.jpg,2.566667,Asian
AF1067.jpg,2.583333,Asian
AF457.jpg,2.583333,Asian
AM710.jpg,2.6,Asian
CF282.jpg,3.033333,Caucasian
AF1323.jpg,2.916667,Asian
AM1699.jpg,4.533333,Asian
AM316.jpg,2.683333,Asian
AF1451.jpg,4.066667,Asian
AM686.jpg,2.816667,Asian
AM1272.jpg,2.05,Asian
AF195.jpg,2.9,Asian
CF213.jpg,2.833333,Caucasian
AF1231.jpg,3.983333,Asian
AM1053.jpg,2.783333,Asian
AF1298.jpg,3.8,Asian
AF553.jpg,2.95,Asian
CF305.jpg,3.9,Caucasian
AF1946.jpg,1.7,Asian
AF1890.jpg,1.15,Asian
AM955.jpg,2.666667,Asian
AM1788.jpg,2.066667,Asian
CM679.jpg,3.316667,Caucasian
CF328.jpg,2.916667,Caucasian
AM83.jpg,3.1,Asian
AM791.jpg,2.5,Asian
AM1899.jpg,2.666667,Asian
AF548.jpg,3.616667,Asian
AF1638.jpg,3.833333,Asian
AM1099.jpg,2.816667,Asian
AM926.jpg,2.35,Asian
CM415.jpg,2.883333,Caucasian
AF1880.jpg,2.466667,Asian
AM1950.jpg,3.216667,Asian
AF847.jpg,2.75,Asian
AF1611.jpg,3.333333,Asian
AM1785.jpg,3.0,Asian
AF1075.jpg,3.9,Asian
CM215.jpg,2.7,Caucasian
AF600.jpg,3.35,Asian
AM1682.jpg,3.916667,Asian
CM47.jpg,2.75,Caucasian
AM1832.jpg,3.566667,Asian
CM302.jpg,2.55,Caucasian
AF285.jpg,2.916667,Asian
AM1181.jpg,2.483333,Asian
AM1937.jpg,3.683333,Asian
AF1267.jpg,3.433333,Asian
CF733.jpg,3.0,Caucasian
CM283.jpg,2.95,Caucasian
CF655.jpg,3.816667,Caucasian
AM342.jpg,2.75,Asian
CF379.jpg,3.5,Caucasian
AF799.jpg,3.116667,Asian
AF1079.jpg,2.966667,Asian
AF705.jpg,2.433333,Asian
AF1285.jpg,3.966667,Asian
AM1610.jpg,3.3,Asian
AM185.jpg,2.4,Asian
AF1949.jpg,4.016667,Asian
AF92.jpg,2.533333,Asian
AF1818.jpg,3.25,Asian
CM622.jpg,2.666667,Caucasian
CF700.jpg,3.716667,Caucasian
CM521.jpg,3.6,Caucasian
AF1181.jpg,2.5,Asian
AM681.jpg,2.733333,Asian
CF422.jpg,2.516667,Caucasian
CF482.jpg,2.783333,Caucasian
AF1392.jpg,4.033333,Asian
AF962.jpg,3.983333,Asian
AM17.jpg,3.266667,Asian
AF1153.jpg,3.266667,Asian
AM1866.jpg,3.216667,Asian
AF350.jpg,2.266667,Asian
AF1972.jpg,4.083333,Asian
AF1896.jpg,3.15,Asian
CM120.jpg,3.333333,Caucasian
CF299.jpg,3.766667,Caucasian
AM465.jpg,1.716667,Asian
CM613.jpg,1.583333,Caucasian
AM1220.jpg,2.25,Asian
AF1761.jpg,3.883333,Asian
CM245.jpg,2.783333,Caucasian
CM676.jpg,4.016667,Caucasian
AM1563.jpg,3.0,Asian
AF103.jpg,2.6,Asian
AM1159.jpg,2.7,Asian
AM309.jpg,2.65,Asian
AF181.jpg,2.9,Asian
AM1363.jpg,1.666667,Asian
AM1691.jpg,4.05,Asian
AM1823.jpg,2.733333,Asian
AF1273.jpg,1.283333,Asian
AF1927.jpg,4.2,Asian
AF1261.jpg,3.833333,Asian
AM251.jpg,2.883333,Asian
AM224.jpg,2.683333,Asian
CF145.jpg,2.05,Caucasian
CF18.jpg,4.383333,Caucasian
AF1646.jpg,4.383333,Asian
AM279.jpg,2.35,Asian
CM250.jpg,3.15,Caucasian
AF1240.jpg,2.716667,Asian
AF83.jpg,2.683333,Asian
AM1761.jpg,3.85,Asian
AF957.jpg,3.016667,Asian
AF199.jpg,2.683333,Asian
AF220.jpg,2.65,Asian
AF1405.jpg,4.116667,Asian
CF67.jpg,2.716667,Caucasian
CM603.jpg,2.966667,Caucasian
AM1172.jpg,2.266667,Asian
CM624.jpg,2.433333,Caucasian
AM156.jpg,4.0,Asian
AM62.jpg,3.533333,Asian
AF482.jpg,2.733333,Asian
CF5.jpg,3.883333,Caucasian
AF308.jpg,2.483333,Asian
AF1466.jpg,3.7,Asian
CM528.jpg,3.533333,Caucasian
AM286.jpg,1.916667,Asian
CM666.jpg,4.166667,Caucasian
CM438.jpg,2.566667,Caucasian
CF348.jpg,1.75,Caucasian
AF1156.jpg,4.183333,Asian
AM1885.jpg,4.216667,Asian
AF1840.jpg,2.466667,Asian
AF253.jpg,2.7,Asian
AM1182.jpg,2.183333,Asian
AF1518.jpg,3.433333,Asian
CF739.jpg,3.683333,Caucasian
AF1210.jpg,2.616667,Asian
AM861.jpg,2.6,Asian
CM123.jpg,3.25,Caucasian
AM1064.jpg,4.133333,Asian
CM429.jpg,2.733333,Caucasian
CF400.jpg,3.1,Caucasian
AM1194.jpg,2.733333,Asian
AF614.jpg,3.033333,Asian
CF196.jpg,2.616667,Caucasian
AF204.jpg,2.666667,Asian
AM1852.jpg,4.033333,Asian
AM1779.jpg,3.716667,Asian
AF391.jpg,1.35,Asian
AM1615.jpg,3.05,Asian
CM417.jpg,2.5,Caucasian
AM1338.jpg,2.433333,Asian
AM1977.jpg,4.083333,Asian
CM581.jpg,2.65,Caucasian
AM1587.jpg,4.5,Asian
AM178.jpg,2.466667,Asian
CF177.jpg,2.883333,Caucasian
AF1848.jpg,3.466667,Asian
AM417.jpg,2.966667,Asian
AF213.jpg,3.866667,Asian
AM642.jpg,2.916667,Asian
CF302.jpg,2.7,Caucasian
AM376.jpg,3.283333,Asian
AM1323.jpg,2.95,Asian
AM358.jpg,2.5,Asian
AM4.jpg,3.316667,Asian
AM1737.jpg,3.9,Asian
AM1000.jpg,2.766667,Asian
AM146.jpg,2.966667,Asian
CF133.jpg,2.933333,Caucasian
AM967.jpg,3.133333,Asian
AM662.jpg,2.6,Asian
CF239.jpg,2.816667,Caucasian
AM865.jpg,2.716667,Asian
AF1907.jpg,2.966667,Asian
AF768.jpg,3.016667,Asian
AM1204.jpg,2.533333,Asian
AF1313.jpg,2.516667,Asian
AF56.jpg,3.316667,Asian
AF1832.jpg,4.083333,Asian
CM473.jpg,2.75,Caucasian
CF475.jpg,3.416667,Caucasian
AF1367.jpg,3.083333,Asian
AM1808.jpg,3.95,Asian
AM1999.jpg,3.416667,Asian
AM718.jpg,2.516667,Asian
CF158.jpg,2.4,Caucasian
AM1485.jpg,2.466667,Asian
AF1084.jpg,1.833333,Asian
AM1822.jpg,3.933333,Asian
AM1255.jpg,2.35,Asian
CM436.jpg,3.35,Caucasian
AM938.jpg,2.9,Asian
CF568.jpg,4.366667,Caucasian
AM266.jpg,2.883333,Asian
AM874.jpg,2.3,Asian
AF158.jpg,2.516667,Asian
AM472.jpg,2.85,Asian
AF39.jpg,1.85,Asian
AF995.jpg,3.016667,Asian
CF29.jpg,2.616667,Caucasian
AM755.jpg,2.583333,Asian
AF1938.jpg,2.216667,Asian
AF1905.jpg,3.566667,Asian
AM470.jpg,2.583333,Asian
AF1330.jpg,4.016667,Asian
AM326.jpg,2.216667,Asian
CF339.jpg,3.2,Caucasian
AM525.jpg,2.716667,Asian
CF189.jpg,3.116667,Caucasian
AM1686.jpg,3.583333,Asian
AM170.jpg,2.483333,Asian
AF31.jpg,3.183333,Asian
AF471.jpg,3.25,Asian
AM1118.jpg,2.316667,Asian
CM113.jpg,2.766667,Caucasian
AM615.jpg,2.466667,Asian
AM527.jpg,2.65,Asian
AF7.jpg,2.566667,Asian
CM675.jpg,3.733333,Caucasian
AF1047.jpg,3.65,Asian
CM480.jpg,2.883333,Caucasian
AM510.jpg,2.7,Asian
CF507.jpg,2.75,Caucasian
AM516.jpg,3.1,Asian
AF35.jpg,2.766667,Asian
AM1293.jpg,2.566667,Asian
AF326.jpg,2.833333,Asian
AM1141.jpg,3.283333,Asian
AM1109.jpg,2.15,Asian
AM1915.jpg,2.983333,Asian
AM402.jpg,2.6,Asian
AF611.jpg,2.766667,Asian
AM1507.jpg,2.533333,Asian
CM178.jpg,2.45,Caucasian
AM1065.jpg,2.133333,Asian
CM431.jpg,2.65,Caucasian
AF664.jpg,2.4,Asian
CF96.jpg,2.6,Caucasian
AM320.jpg,4.316667,Asian
CF436.jpg,3.166667,Caucasian
AF628.jpg,2.633333,Asian
AF252.jpg,2.783333,Asian
CM381.jpg,2.983333,Caucasian
AM1103.jpg,3.116667,Asian
AF214.jpg,2.683333,Asian
CF225.jpg,2.916667,Caucasian
AM1642.jpg,4.033333,Asian
AM773.jpg,2.45,Asian
CF224.jpg,2.866667,Caucasian
AM202.jpg,2.466667,Asian
AF390.jpg,2.683333,Asian
CF95.jpg,2.066667,Caucasian
AM204.jpg,2.1,Asian
AM436.jpg,3.166667,Asian
AF1918.jpg,2.983333,Asian
AM333.jpg,2.6,Asian
AM412.jpg,2.7,Asian
AM1238.jpg,2.8,Asian
AM1380.jpg,2.833333,Asian
AM1978.jpg,3.3,Asian
CM300.jpg,2.6,Caucasian
AM1089.jpg,1.966667,Asian
AM160.jpg,4.183333,Asian
AF1410.jpg,3.216667,Asian
AM950.jpg,2.55,Asian
AM549.jpg,1.933333,Asian
AF738.jpg,4.483333,Asian
AM441.jpg,2.066667,Asian
AF167.jpg,2.616667,Asian
AM544.jpg,3.066667,Asian
AF1.jpg,2.333333,Asian
AF298.jpg,2.383333,Asian
AM398.jpg,2.75,Asian
AM542.jpg,1.933333,Asian
AF681.jpg,2.733333,Asian
AM519.jpg,2.216667,Asian
CM269.jpg,2.5,Caucasian
CM291.jpg,2.316667,Caucasian
AM1134.jpg,2.8,Asian
CM638.jpg,4.333333,Caucasian
