Filename,Rating,Ethnicity,Gender
AM430.jpg,2.883333,Asian,Male
AF1700.jpg,3.05,Asian,Female
AF5.jpg,2.0,Asian,Female
AM958.jpg,2.316667,Asian,Male
AF783.jpg,4.316667,Asian,Female
CM144.jpg,2.333333,Caucasian,Male
AF59.jpg,2.083333,Asian,Female
CM540.jpg,3.083333,Caucasian,Male
AM942.jpg,2.866667,Asian,Male
CM355.jpg,1.55,Caucasian,Male
AF895.jpg,3.516667,Asian,Female
AF1496.jpg,3.683333,Asian,Female
CM688.jpg,4.15,Caucasian,Male
AM1641.jpg,3.433333,Asian,Male
CF695.jpg,4.316667,Caucasian,Female
AF1062.jpg,4.183333,Asian,Female
AM1601.jpg,3.966667,Asian,Male
AM418.jpg,1.95,Asian,Male
AM1959.jpg,3.75,Asian,Male
AM1876.jpg,3.1,Asian,Male
AF763.jpg,2.6,Asian,Female
CF203.jpg,2.016667,Caucasian,Female
AM1001.jpg,2.3,Asian,Male
AF1040.jpg,2.233333,Asian,Female
AM247.jpg,3.883333,Asian,Male
AM1113.jpg,2.95,Asian,Male
AM150.jpg,3.516667,Asian,Male
AM1882.jpg,2.85,Asian,Male
CF388.jpg,3.4,Caucasian,Female
AF352.jpg,2.166667,Asian,Female
CF491.jpg,2.116667,Caucasian,Female
AM1530.jpg,2.616667,Asian,Male
CM683.jpg,3.366667,Caucasian,Male
AM1725.jpg,3.25,Asian,Male
AM356.jpg,2.65,Asian,Male
CM154.jpg,3.7,Caucasian,Male
AM717.jpg,2.133333,Asian,Male
CF341.jpg,3.133333,Caucasian,Female
AF1489.jpg,3.1,Asian,Female
AF1757.jpg,2.783333,Asian,Female
CF159.jpg,2.433333,Caucasian,Female
AM886.jpg,2.983333,Asian,Male
AM1846.jpg,2.366667,Asian,Male
AM1886.jpg,3.066667,Asian,Male
AM1310.jpg,2.616667,Asian,Male
CM272.jpg,3.2,Caucasian,Male
AM1941.jpg,3.533333,Asian,Male
AM1005.jpg,2.45,Asian,Male
AF1772.jpg,3.5,Asian,Female
CF578.jpg,3.966667,Caucasian,Female
CM130.jpg,2.966667,Caucasian,Male
AM1906.jpg,3.066667,Asian,Male
CF667.jpg,3.95,Caucasian,Female
CM681.jpg,3.9,Caucasian,Male
AM1143.jpg,2.35,Asian,Male
CF488.jpg,2.9,Caucasian,Female
CM552.jpg,2.7,Caucasian,Male
CM629.jpg,2.266667,Caucasian,Male
AM583.jpg,2.833333,Asian,Male
AF475.jpg,1.85,Asian,Female
AF1878.jpg,3.983333,Asian,Female
AM1547.jpg,2.233333,Asian,Male
AF372.jpg,2.633333,Asian,Female
AM897.jpg,2.516667,Asian,Male
AM1545.jpg,2.716667,Asian,Male
AF885.jpg,4.216667,Asian,Female
AM1987.jpg,3.966667,Asian,Male
AM589.jpg,2.25,Asian,Male
AF1874.jpg,3.316667,Asian,Female
CM574.jpg,3.05,Caucasian,Male
AM1505.jpg,2.783333,Asian,Male
AM1009.jpg,2.716667,Asian,Male
AF157.jpg,2.366667,Asian,Female
AF1834.jpg,3.8,Asian,Female
AF268.jpg,3.3,Asian,Female
AF568.jpg,2.416667,Asian,Female
AF276.jpg,2.133333,Asian,Female
AM1559.jpg,2.716667,Asian,Male
CM738.jpg,3.8,Caucasian,Male
CM723.jpg,3.2,Caucasian,Male
CM11.jpg,4.416667,Caucasian,Male
AF1068.jpg,4.116667,Asian,Female
AF96.jpg,3.1,Asian,Female
AF1741.jpg,3.883333,Asian,Female
AF551.jpg,3.733333,Asian,Female
AF506.jpg,2.983333,Asian,Female
CM56.jpg,2.316667,Caucasian,Male
AF1625.jpg,2.083333,Asian,Female
AM304.jpg,4.183333,Asian,Male
AM1777.jpg,3.7,Asian,Male
CF458.jpg,2.666667,Caucasian,Female
AM1465.jpg,2.816667,Asian,Male
AM155.jpg,3.766667,Asian,Male
CF474.jpg,2.15,Caucasian,Female
CF467.jpg,2.916667,Caucasian,Female
AM497.jpg,1.866667,Asian,Male
AF974.jpg,2.716667,Asian,Female
CF729.jpg,3.716667,Caucasian,Female
AM1812.jpg,2.833333,Asian,Male
AF631.jpg,3.4,Asian,Female
AM1659.jpg,3.05,Asian,Male
CF210.jpg,2.8,Caucasian,Female
CF699.jpg,3.75,Caucasian,Female
CM182.jpg,2.666667,Caucasian,Male
AF755.jpg,4.25,Asian,Female
CM358.jpg,2.533333,Caucasian,Male
CF660.jpg,3.466667,Caucasian,Female
AM1629.jpg,4.333333,Asian,Male
AM1825.jpg,2.35,Asian,Male
AM1173.jpg,1.9,Asian,Male
AF615.jpg,2.666667,Asian,Female
CM255.jpg,3.416667,Caucasian,Male
AF312.jpg,2.233333,Asian,Female
AF26.jpg,2.25,Asian,Female
CM352.jpg,2.816667,Caucasian,Male
AM1351.jpg,2.75,Asian,Male
CM615.jpg,3.033333,Caucasian,Male
AF1094.jpg,4.066667,Asian,Female
CM471.jpg,2.8,Caucasian,Male
CM439.jpg,3.25,Caucasian,Male
AM1395.jpg,2.916667,Asian,Male
AM1582.jpg,3.666667,Asian,Male
AF1685.jpg,3.833333,Asian,Female
AF798.jpg,4.166667,Asian,Female
AM1004.jpg,2.3,Asian,Male
AF657.jpg,2.416667,Asian,Female
AF67.jpg,3.083333,Asian,Female
CM191.jpg,2.983333,Caucasian,Male
AF334.jpg,2.25,Asian,Female
AM289.jpg,2.4,Asian,Male
AF599.jpg,2.733333,Asian,Female
CF40.jpg,3.383333,Caucasian,Female
AM255.jpg,2.766667,Asian,Male
AF1961.jpg,2.666667,Asian,Female
CM517.jpg,2.616667,Caucasian,Male
CM703.jpg,4.116667,Caucasian,Male
AM1398.jpg,2.666667,Asian,Male
AM295.jpg,2.55,Asian,Male
AF1335.jpg,4.066667,Asian,Female
AM1608.jpg,4.266667,Asian,Male
CF76.jpg,1.95,Caucasian,Female
AM991.jpg,2.1,Asian,Male
CF227.jpg,2.6,Caucasian,Female
CM228.jpg,2.883333,Caucasian,Male
CF579.jpg,3.666667,Caucasian,Female
AF863.jpg,2.783333,Asian,Female
AM129.jpg,4.3,Asian,Male
AM1806.jpg,2.783333,Asian,Male
AF1406.jpg,3.766667,Asian,Female
CM131.jpg,2.233333,Caucasian,Male
AM550.jpg,2.466667,Asian,Male
AM1531.jpg,2.866667,Asian,Male
AF721.jpg,2.6,Asian,Female
AF223.jpg,2.35,Asian,Female
AM1126.jpg,2.4,Asian,Male
AF1214.jpg,3.116667,Asian,Female
AF445.jpg,2.166667,Asian,Female
AM274.jpg,4.0,Asian,Male
AF1014.jpg,4.316667,Asian,Female
AF1900.jpg,3.033333,Asian,Female
AM649.jpg,3.616667,Asian,Male
AF1199.jpg,4.116667,Asian,Female
AM1814.jpg,2.433333,Asian,Male
CF102.jpg,3.3,Caucasian,Female
AF19.jpg,3.033333,Asian,Female
CM537.jpg,2.883333,Caucasian,Male
AM703.jpg,2.716667,Asian,Male
AF37.jpg,2.166667,Asian,Female
AM1538.jpg,2.816667,Asian,Male
AF1853.jpg,1.883333,Asian,Female
CF9.jpg,3.533333,Caucasian,Female
AM1171.jpg,2.466667,Asian,Male
AM635.jpg,2.7,Asian,Male
AF1055.jpg,3.45,Asian,Female
AM1657.jpg,4.1,Asian,Male
CM157.jpg,3.8,Caucasian,Male
AF1590.jpg,1.066667,Asian,Female
AF1767.jpg,3.95,Asian,Female
AF464.jpg,3.316667,Asian,Female
CF406.jpg,2.45,Caucasian,Female
CF374.jpg,3.8,Caucasian,Female
AF339.jpg,2.2,Asian,Female
AM867.jpg,3.516667,Asian,Male
CF577.jpg,4.366667,Caucasian,Female
AM132.jpg,2.65,Asian,Male
AM35.jpg,3.15,Asian,Male
AF871.jpg,2.8,Asian,Female
AF891.jpg,2.283333,Asian,Female
CM45.jpg,2.65,Caucasian,Male
AF1886.jpg,2.8,Asian,Female
CM128.jpg,2.283333,Caucasian,Male
AM91.jpg,2.983333,Asian,Male
CF106.jpg,2.9,Caucasian,Female
AF766.jpg,2.466667,Asian,Female
CF743.jpg,2.916667,Caucasian,Female
AM843.jpg,2.466667,Asian,Male
AF1473.jpg,2.816667,Asian,Female
AM1217.jpg,2.9,Asian,Male
AF1194.jpg,4.233333,Asian,Female
AM1769.jpg,3.833333,Asian,Male
CF60.jpg,2.783333,Caucasian,Female
AM1766.jpg,3.666667,Asian,Male
AF575.jpg,2.916667,Asian,Female
AF1937.jpg,3.2,Asian,Female
CM388.jpg,2.65,Caucasian,Male
AF1967.jpg,1.883333,Asian,Female
AM1334.jpg,2.1,Asian,Male
AM469.jpg,2.833333,Asian,Male
CF45.jpg,2.6,Caucasian,Female
AM1583.jpg,1.35,Asian,Male
AM1565.jpg,4.0,Asian,Male
AM796.jpg,2.466667,Asian,Male
AF706.jpg,1.916667,Asian,Female
CM401.jpg,2.783333,Caucasian,Male
AF1212.jpg,3.883333,Asian,Female
CF288.jpg,3.083333,Caucasian,Female
CM353.jpg,3.15,Caucasian,Male
AF286.jpg,2.816667,Asian,Female
CF432.jpg,2.166667,Caucasian,Female
AF569.jpg,3.716667,Asian,Female
AM625.jpg,3.05,Asian,Male
AM1003.jpg,2.466667,Asian,Male
CM315.jpg,2.733333,Caucasian,Male
CM582.jpg,2.433333,Caucasian,Male
CM655.jpg,4.166667,Caucasian,Male
CF518.jpg,2.416667,Caucasian,Female
AF145.jpg,2.9,Asian,Female
CF489.jpg,2.666667,Caucasian,Female
AF1941.jpg,3.133333,Asian,Female
AF407.jpg,3.266667,Asian,Female
AF1078.jpg,3.483333,Asian,Female
AM134.jpg,3.983333,Asian,Male
AM1973.jpg,3.633333,Asian,Male
CF254.jpg,2.966667,Caucasian,Female
CM43.jpg,2.516667,Caucasian,Male
CF97.jpg,2.666667,Caucasian,Female
CM389.jpg,2.466667,Caucasian,Male
AM751.jpg,2.533333,Asian,Male
AF492.jpg,4.166667,Asian,Female
AM175.jpg,2.683333,Asian,Male
AM848.jpg,2.516667,Asian,Male
AF1608.jpg,3.3,Asian,Female
AF1145.jpg,2.016667,Asian,Female
AF1359.jpg,3.916667,Asian,Female
CM484.jpg,2.633333,Caucasian,Male
CM377.jpg,2.6,Caucasian,Male
AF1051.jpg,2.7,Asian,Female
AM1834.jpg,3.516667,Asian,Male
AM1614.jpg,4.116667,Asian,Male
AF1669.jpg,4.0,Asian,Female
AM230.jpg,2.25,Asian,Male
CM371.jpg,2.266667,Caucasian,Male
AF1628.jpg,4.1,Asian,Female
CM356.jpg,2.433333,Caucasian,Male
AM1553.jpg,2.85,Asian,Male
CF598.jpg,4.233333,Caucasian,Female
AF179.jpg,2.033333,Asian,Female
AF1319.jpg,4.15,Asian,Female
AM288.jpg,2.216667,Asian,Male
AF1232.jpg,3.183333,Asian,Female
CF523.jpg,2.35,Caucasian,Female
CF266.jpg,2.866667,Caucasian,Female
AM1133.jpg,2.716667,Asian,Male
CM31.jpg,2.933333,Caucasian,Male
AF1260.jpg,3.716667,Asian,Female
AF1543.jpg,3.9,Asian,Female
AF866.jpg,2.383333,Asian,Female
AM1282.jpg,2.05,Asian,Male
AF100.jpg,2.9,Asian,Female
AM1129.jpg,2.233333,Asian,Male
AF336.jpg,2.65,Asian,Female
AF813.jpg,3.133333,Asian,Female
AM1390.jpg,2.316667,Asian,Male
AF605.jpg,2.666667,Asian,Female
AM198.jpg,3.133333,Asian,Male
AF1704.jpg,2.166667,Asian,Female
CM111.jpg,3.0,Caucasian,Male
AM28.jpg,4.233333,Asian,Male
AM269.jpg,4.016667,Asian,Male
AF1074.jpg,3.116667,Asian,Female
AF1986.jpg,1.016667,Asian,Female
CM566.jpg,2.616667,Caucasian,Male
AM73.jpg,1.9,Asian,Male
AM1290.jpg,2.466667,Asian,Male
AF1262.jpg,3.8,Asian,Female
AF43.jpg,2.166667,Asian,Female
AF1186.jpg,2.2,Asian,Female
AF1706.jpg,3.5,Asian,Female
AM557.jpg,2.716667,Asian,Male
CF393.jpg,2.9,Caucasian,Female
CM505.jpg,2.083333,Caucasian,Male
AM1698.jpg,4.4,Asian,Male
AM422.jpg,2.5,Asian,Male
AF1426.jpg,3.5,Asian,Female
AF518.jpg,2.15,Asian,Female
AF677.jpg,2.283333,Asian,Female
CM698.jpg,3.0,Caucasian,Male
AF925.jpg,2.35,Asian,Female
AF1810.jpg,2.583333,Asian,Female
AF1453.jpg,1.15,Asian,Female
CM348.jpg,2.583333,Caucasian,Male
AM1528.jpg,2.0,Asian,Male
AF1722.jpg,3.4,Asian,Female
AF272.jpg,3.366667,Asian,Female
AF637.jpg,2.7,Asian,Female
CM125.jpg,2.366667,Caucasian,Male
AF1340.jpg,3.9,Asian,Female
AF940.jpg,3.3,Asian,Female
AM740.jpg,2.7,Asian,Male
AM1117.jpg,2.9,Asian,Male
AF1341.jpg,2.233333,Asian,Female
AM364.jpg,2.466667,Asian,Male
AM547.jpg,2.333333,Asian,Male
CM670.jpg,4.05,Caucasian,Male
CF533.jpg,2.516667,Caucasian,Female
AM349.jpg,2.716667,Asian,Male
AF1885.jpg,2.716667,Asian,Female
AM763.jpg,2.583333,Asian,Male
AF8.jpg,2.75,Asian,Female
AF945.jpg,3.2,Asian,Female
AF264.jpg,2.583333,Asian,Female
CM482.jpg,3.066667,Caucasian,Male
AM811.jpg,3.066667,Asian,Male
CF185.jpg,2.766667,Caucasian,Female
CF164.jpg,2.516667,Caucasian,Female
AM819.jpg,2.866667,Asian,Male
AM569.jpg,2.9,Asian,Male
CF269.jpg,4.016667,Caucasian,Female
AF1282.jpg,3.466667,Asian,Female
AM1900.jpg,3.383333,Asian,Male
AM693.jpg,2.866667,Asian,Male
AM553.jpg,2.75,Asian,Male
CM423.jpg,2.8,Caucasian,Male
CF628.jpg,4.316667,Caucasian,Female
AF1724.jpg,3.716667,Asian,Female
CF218.jpg,2.95,Caucasian,Female
AF1295.jpg,4.083333,Asian,Female
AM1054.jpg,1.833333,Asian,Male
AF305.jpg,1.833333,Asian,Female
CF414.jpg,2.333333,Caucasian,Female
AM1047.jpg,4.45,Asian,Male
AM128.jpg,3.366667,Asian,Male
CM507.jpg,3.183333,Caucasian,Male
AM1920.jpg,2.583333,Asian,Male
AM1010.jpg,2.25,Asian,Male
CF651.jpg,3.933333,Caucasian,Female
AF1329.jpg,3.416667,Asian,Female
CF143.jpg,3.7,Caucasian,Female
CF447.jpg,3.0,Caucasian,Female
AF1077.jpg,3.116667,Asian,Female
AM1719.jpg,3.55,Asian,Male
AM1119.jpg,2.633333,Asian,Male
AF1116.jpg,4.016667,Asian,Female
AF1860.jpg,3.216667,Asian,Female
CF19.jpg,3.933333,Caucasian,Female
AM1753.jpg,3.45,Asian,Male
AM1481.jpg,2.266667,Asian,Male
CM114.jpg,2.683333,Caucasian,Male
AM1017.jpg,2.283333,Asian,Male
AM315.jpg,3.0,Asian,Male
AM901.jpg,2.533333,Asian,Male
AF247.jpg,2.866667,Asian,Female
AF964.jpg,3.783333,Asian,Female
AM1324.jpg,2.6,Asian,Male
AM67.jpg,3.45,Asian,Male
AM1549.jpg,2.266667,Asian,Male
AF1807.jpg,2.716667,Asian,Female
AM1566.jpg,4.2,Asian,Male
CM567.jpg,2.866667,Caucasian,Male
AF13.jpg,3.35,Asian,Female
AF160.jpg,1.983333,Asian,Female
CF686.jpg,4.116667,Caucasian,Female
AM784.jpg,2.15,Asian,Male
CF617.jpg,3.466667,Caucasian,Female
CF287.jpg,2.833333,Caucasian,Female
AM730.jpg,2.933333,Asian,Male
AF329.jpg,3.133333,Asian,Female
AF1233.jpg,2.766667,Asian,Female
AM1467.jpg,2.966667,Asian,Male
AM724.jpg,1.983333,Asian,Male
AM426.jpg,2.616667,Asian,Male
CM451.jpg,2.5,Caucasian,Male
AM1178.jpg,2.133333,Asian,Male
AM1735.jpg,3.416667,Asian,Male
AM494.jpg,2.516667,Asian,Male
CF711.jpg,3.666667,Caucasian,Female
CM485.jpg,3.783333,Caucasian,Male
AF151.jpg,2.266667,Asian,Female
AM1339.jpg,2.266667,Asian,Male
AM1430.jpg,2.45,Asian,Male
AF1948.jpg,2.766667,Asian,Female
AM75.jpg,3.866667,Asian,Male
AM120.jpg,4.433333,Asian,Male
CF56.jpg,2.383333,Caucasian,Female
CF516.jpg,3.416667,Caucasian,Female
AM806.jpg,2.4,Asian,Male
CM614.jpg,2.416667,Caucasian,Male
CF134.jpg,2.616667,Caucasian,Female
AM528.jpg,2.9,Asian,Male
AF278.jpg,2.866667,Asian,Female
CM93.jpg,4.433333,Caucasian,Male
AF904.jpg,2.566667,Asian,Female
AF1067.jpg,2.583333,Asian,Female
AF457.jpg,2.583333,Asian,Female
AM710.jpg,2.6,Asian,Male
CF282.jpg,3.033333,Caucasian,Female
AF1323.jpg,2.916667,Asian,Female
AM1699.jpg,4.533333,Asian,Male
AM316.jpg,2.683333,Asian,Male
AF1451.jpg,4.066667,Asian,Female
AM686.jpg,2.816667,Asian,Male
AM1272.jpg,2.05,Asian,Male
AF195.jpg,2.9,Asian,Female
CF213.jpg,2.833333,Caucasian,Female
AF1231.jpg,3.983333,Asian,Female
AM1053.jpg,2.783333,Asian,Male
AF1298.jpg,3.8,Asian,Female
AF553.jpg,2.95,Asian,Female
CF305.jpg,3.9,Caucasian,Female
AF1946.jpg,1.7,Asian,Female
AF1890.jpg,1.15,Asian,Female
AM955.jpg,2.666667,Asian,Male
AM1788.jpg,2.066667,Asian,Male
CM679.jpg,3.316667,Caucasian,Male
CF328.jpg,2.916667,Caucasian,Female
AM83.jpg,3.1,Asian,Male
AM791.jpg,2.5,Asian,Male
AM1899.jpg,2.666667,Asian,Male
AF548.jpg,3.616667,Asian,Female
AF1638.jpg,3.833333,Asian,Female
AM1099.jpg,2.816667,Asian,Male
AM926.jpg,2.35,Asian,Male
CM415.jpg,2.883333,Caucasian,Male
AF1880.jpg,2.466667,Asian,Female
AM1950.jpg,3.216667,Asian,Male
AF847.jpg,2.75,Asian,Female
AF1611.jpg,3.333333,Asian,Female
AM1785.jpg,3.0,Asian,Male
AF1075.jpg,3.9,Asian,Female
CM215.jpg,2.7,Caucasian,Male
AF600.jpg,3.35,Asian,Female
AM1682.jpg,3.916667,Asian,Male
CM47.jpg,2.75,Caucasian,Male
AM1832.jpg,3.566667,Asian,Male
CM302.jpg,2.55,Caucasian,Male
AF285.jpg,2.916667,Asian,Female
AM1181.jpg,2.483333,Asian,Male
AM1937.jpg,3.683333,Asian,Male
AF1267.jpg,3.433333,Asian,Female
CF733.jpg,3.0,Caucasian,Female
CM283.jpg,2.95,Caucasian,Male
CF655.jpg,3.816667,Caucasian,Female
AM342.jpg,2.75,Asian,Male
CF379.jpg,3.5,Caucasian,Female
AF799.jpg,3.116667,Asian,Female
AF1079.jpg,2.966667,Asian,Female
AF705.jpg,2.433333,Asian,Female
AF1285.jpg,3.966667,Asian,Female
AM1610.jpg,3.3,Asian,Male
AM185.jpg,2.4,Asian,Male
AF1949.jpg,4.016667,Asian,Female
AF92.jpg,2.533333,Asian,Female
AF1818.jpg,3.25,Asian,Female
CM622.jpg,2.666667,Caucasian,Male
CF700.jpg,3.716667,Caucasian,Female
CM521.jpg,3.6,Caucasian,Male
AF1181.jpg,2.5,Asian,Female
AM681.jpg,2.733333,Asian,Male
CF422.jpg,2.516667,Caucasian,Female
CF482.jpg,2.783333,Caucasian,Female
AF1392.jpg,4.033333,Asian,Female
AF962.jpg,3.983333,Asian,Female
AM17.jpg,3.266667,Asian,Male
AF1153.jpg,3.266667,Asian,Female
AM1866.jpg,3.216667,Asian,Male
AF350.jpg,2.266667,Asian,Female
AF1972.jpg,4.083333,Asian,Female
AF1896.jpg,3.15,Asian,Female
CM120.jpg,3.333333,Caucasian,Male
CF299.jpg,3.766667,Caucasian,Female
AM465.jpg,1.716667,Asian,Male
CM613.jpg,1.583333,Caucasian,Male
AM1220.jpg,2.25,Asian,Male
AF1761.jpg,3.883333,Asian,Female
CM245.jpg,2.783333,Caucasian,Male
CM676.jpg,4.016667,Caucasian,Male
AM1563.jpg,3.0,Asian,Male
AF103.jpg,2.6,Asian,Female
AM1159.jpg,2.7,Asian,Male
AM309.jpg,2.65,Asian,Male
AF181.jpg,2.9,Asian,Female
AM1363.jpg,1.666667,Asian,Male
AM1691.jpg,4.05,Asian,Male
AM1823.jpg,2.733333,Asian,Male
AF1273.jpg,1.283333,Asian,Female
AF1927.jpg,4.2,Asian,Female
AF1261.jpg,3.833333,Asian,Female
AM251.jpg,2.883333,Asian,Male
AM224.jpg,2.683333,Asian,Male
CF145.jpg,2.05,Caucasian,Female
CF18.jpg,4.383333,Caucasian,Female
AF1646.jpg,4.383333,Asian,Female
AM279.jpg,2.35,Asian,Male
CM250.jpg,3.15,Caucasian,Male
AF1240.jpg,2.716667,Asian,Female
AF83.jpg,2.683333,Asian,Female
AM1761.jpg,3.85,Asian,Male
AF957.jpg,3.016667,Asian,Female
AF199.jpg,2.683333,Asian,Female
AF220.jpg,2.65,Asian,Female
AF1405.jpg,4.116667,Asian,Female
CF67.jpg,2.716667,Caucasian,Female
CM603.jpg,2.966667,Caucasian,Male
AM1172.jpg,2.266667,Asian,Male
CM624.jpg,2.433333,Caucasian,Male
AM156.jpg,4.0,Asian,Male
AM62.jpg,3.533333,Asian,Male
AF482.jpg,2.733333,Asian,Female
CF5.jpg,3.883333,Caucasian,Female
AF308.jpg,2.483333,Asian,Female
AF1466.jpg,3.7,Asian,Female
CM528.jpg,3.533333,Caucasian,Male
AM286.jpg,1.916667,Asian,Male
CM666.jpg,4.166667,Caucasian,Male
CM438.jpg,2.566667,Caucasian,Male
CF348.jpg,1.75,Caucasian,Female
AF1156.jpg,4.183333,Asian,Female
AM1885.jpg,4.216667,Asian,Male
AF1840.jpg,2.466667,Asian,Female
AF253.jpg,2.7,Asian,Female
AM1182.jpg,2.183333,Asian,Male
AF1518.jpg,3.433333,Asian,Female
CF739.jpg,3.683333,Caucasian,Female
AF1210.jpg,2.616667,Asian,Female
AM861.jpg,2.6,Asian,Male
CM123.jpg,3.25,Caucasian,Male
AM1064.jpg,4.133333,Asian,Male
CM429.jpg,2.733333,Caucasian,Male
CF400.jpg,3.1,Caucasian,Female
AM1194.jpg,2.733333,Asian,Male
AF614.jpg,3.033333,Asian,Female
CF196.jpg,2.616667,Caucasian,Female
AF204.jpg,2.666667,Asian,Female
AM1852.jpg,4.033333,Asian,Male
AM1779.jpg,3.716667,Asian,Male
AF391.jpg,1.35,Asian,Female
AM1615.jpg,3.05,Asian,Male
CM417.jpg,2.5,Caucasian,Male
AM1338.jpg,2.433333,Asian,Male
AM1977.jpg,4.083333,Asian,Male
CM581.jpg,2.65,Caucasian,Male
AM1587.jpg,4.5,Asian,Male
AM178.jpg,2.466667,Asian,Male
CF177.jpg,2.883333,Caucasian,Female
AF1848.jpg,3.466667,Asian,Female
AM417.jpg,2.966667,Asian,Male
AF213.jpg,3.866667,Asian,Female
AM642.jpg,2.916667,Asian,Male
CF302.jpg,2.7,Caucasian,Female
AM376.jpg,3.283333,Asian,Male
AM1323.jpg,2.95,Asian,Male
